7340,27.62,35.67,20.15
7341,27.68,35.74,20.27
7342,27.74,35.8,20.4
7343,27.79,35.87,20.52
7344,27.85,35.93,20.65
7345,27.91,36,20.77
7346,27.97,36.06,20.9
7347,28.04,36.13,21.03
7348,28.13,36.22,21.16
7349,28.27,36.31,21.31
7350,28.61,37.14,21.46
7351,29.3,39.49,21.69
7352,30.62,43.72,22.04
7353,32.86,50.96,22.57
7354,35.99,58.02,23.12
7355,40.35,65.89,23.91
7356,46.41,77.96,25.37
7357,54.08,92.73,28.04
7358,63.48,108.99,32.14
7359,75.19,127.81,38.46
7360,89.99,153.97,45.41
7361,109.49,194,53.31
7362,135.39,252.21,64.56
7363,168.2,315.67,79.28
7364,210.17,388.29,97.47
7365,267.13,500.6,119.79
7366,340.98,653.27,147.94
7367,432.97,813.62,188.12
7368,549.43,1000.33,243.76
7369,688.08,1188.04,314.96
7370,844.62,1362.3,400.06
7371,1025.56,1588.73,519.03
7372,1228.52,1877.75,664.58
7373,1445.74,2180.36,815.28
7374,1681.85,2477.57,985.95
7375,1939.42,2779.06,1156.52
7376,2213.42,3086.77,1321.93
7377,2503.05,3410.66,1522.49
7378,2805.27,3735.69,1767.75
7379,3105.8,4034.65,2022.16
7380,3403.51,4306.92,2296.42
7381,3701.52,4608.73,2574.1
7382,3984.32,4935.81,2843.1
7383,4255.36,5227.54,3106.89
7384,4520.69,5463.9,3366.19
7385,4767.14,5684.67,3594.64
7386,5003.03,5911.93,3789.13
7387,5234.81,6166.42,4027.99
7388,5456.17,6397.04,4275.82
7389,5669.98,6581.26,4473.69
7390,5869.7,6767.17,4656.93
7391,6052.36,6945.56,4822.46
7392,6221.21,7091.3,5009.78
7393,6364.09,7262.52,5224.83
7394,6472.82,7387.86,5359.59
7395,6554.69,7486.7,5448.79
7396,6617.29,7560.19,5525.35
7397,6669.97,7631.46,5602.61
7398,6720.65,7677.58,5664.73
7399,6773.14,7708.32,5712.04
7400,6842.5,7776,5782.74
7401,6940.66,7910.31,5875.81
7402,7073.06,8063.82,5961.01
7403,7254.98,8292.97,6036.97
7404,7486.01,8560.63,6137.29
7405,7750.33,8850.24,6291.76
7406,8032.66,9145.41,6557.21
7407,8316.01,9499.93,6865.53
7408,8585.83,9792.8,7135.24
7409,8827.12,10086.9,7394.31
7410,9037.86,10281.2,7633.99
7411,9221.14,10479.25,7834.81
7412,9374.41,10658.05,7983.62
7413,9507.76,10833.11,8120.52
7414,9613.92,11008.38,8305.7
7415,9664.89,11133.17,8378.13
7416,9661.98,11189.08,8353.41
7417,9614.37,11251.09,8308.06
7418,9520.97,11194.57,8201.2
7419,9384.26,11111.44,8096.09
7420,9189.35,10995.21,7749.68
7421,8959.17,10842.58,7633.26
7422,8762.04,10620.51,7649.4
7423,8596.57,10273.52,7481.42
7424,8452.77,9982.87,7339.2
7425,8358.44,9898.03,7325.77
7426,8279.32,9821.38,7244.65
7427,8208.4,9761.53,7200.58
7428,8164.2,9657.79,7130.63
7429,8099.4,9528.32,6987.51
7430,8020.23,9491.57,6985.37
7431,7949.87,9440.35,7009.85
7432,7865.66,9267.26,6960.76
7433,7798.47,9129.07,6943.41
7434,7764.56,9052.62,6967.6
7435,7717.56,9029.22,6865.02
7436,7635.28,9059.06,6774.1
7437,7504.7,9045.65,6514.19
7438,7301.63,8868.15,6213.21
7439,7028.38,8590.61,5912.88
7440,6715.72,8254.4,5605.67
7441,6386.3,7880.34,5356.08
7442,6065.34,7454.8,5146.77
7443,5788.58,7075.66,4982.72
7444,5553.11,6702.03,4827.91
7445,5345.55,6324.84,4662.9
7446,5169.28,6085,4530.83
7447,5003.91,5922.04,4420.39
7448,4828.67,5740.99,4237.6
7449,4644.19,5497.78,4035.19
7450,4450.46,5304.28,3800.95
7451,4254.22,5065.86,3615.73
7452,4061.65,4880.28,3454.18
7453,3867.65,4668.03,3268.93
7454,3674.54,4393.41,3108.85
7455,3489.85,4168.66,2956.69
7456,3312.61,3965.73,2784.8
7457,3144.64,3734.85,2638.08
7458,2992.36,3537.21,2498.06
7459,2865.13,3378.63,2457.51
7460,2783.07,3237.1,2446.61
7461,2762.26,3379.47,2442.5
7462,2809.54,3593.44,2442.32
7463,2923.91,3944.65,2418.84
7464,3088.3,4269.13,2448.84
7465,3280.28,4394.46,2523.96
7466,3467.69,4494.84,2662.78
7467,3607.07,4564.21,2942.39
7468,3668.49,4503.81,3079.98
7469,3638.08,4431.24,2960.52
7470,3521.54,4405.93,2739.04
7471,3347.95,4365.13,2561.66
7472,3147.57,4154.15,2462.74
7473,2945.1,3874.56,2382.78
7474,2764.35,3519.47,2294.28
7475,2621.06,3265.15,2227.28
7476,2519.32,3103.52,2189
7477,2464.38,2920.43,2187.94
7478,2463.05,2872.57,2206.34
7479,2500.95,2955.41,2198.19
7480,2559.39,3072.83,2209.85
7481,2638.37,3170.52,2271.42
7482,2731.06,3297.61,2387.01
7483,2822.07,3414.55,2460
7484,2898.3,3507.98,2525.13
7485,2945.02,3530,2592.81
7486,2968.07,3541.47,2645.22
7487,2982.79,3610.38,2650.39
7488,2993.16,3579.4,2656.21
7489,3009.63,3567.29,2659.53
7490,3038.13,3580.54,2710.96
